danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artists,titles
0.893,0.699,11,-8.059,1,0.0517,0.0576,3.02e-06,0.128,0.747,139.972,audio_features,7lcI4X8RZxK4zIknJcwpBq,spotify:track:7lcI4X8RZxK4zIknJcwpBq,https://api.spotify.com/v1/tracks/7lcI4X8RZxK4zIknJcwpBq,https://api.spotify.com/v1/audio-analysis/7lcI4X8RZxK4zIknJcwpBq,136761,4,Nicki Minaj,Bussin
0.924,0.681,11,-6.94,1,0.294,0.011,1.21e-06,0.0972,0.491,141.982,audio_features,1NE8EEo8xpxTLAYHJbmsrY,spotify:track:1NE8EEo8xpxTLAYHJbmsrY,https://api.spotify.com/v1/tracks/1NE8EEo8xpxTLAYHJbmsrY,https://api.spotify.com/v1/audio-analysis/1NE8EEo8xpxTLAYHJbmsrY,148687,4,22Gz,Retaliation
0.958,0.478,7,-7.669,1,0.192,0.0823,0.0,0.126,0.379,120.042,audio_features,0Rq6JJwpZ9f1SU6Cfhgjv7,spotify:track:0Rq6JJwpZ9f1SU6Cfhgjv7,https://api.spotify.com/v1/tracks/0Rq6JJwpZ9f1SU6Cfhgjv7,https://api.spotify.com/v1/audio-analysis/0Rq6JJwpZ9f1SU6Cfhgjv7,162254,4,Nigo,Arya (feat. A$AP Rocky)
0.676,0.715,7,-8.61,0,0.111,0.451,0.0,0.197,0.424,169.911,audio_features,40Yi3c0drMYGHHuSD8RjB2,spotify:track:40Yi3c0drMYGHHuSD8RjB2,https://api.spotify.com/v1/tracks/40Yi3c0drMYGHHuSD8RjB2,https://api.spotify.com/v1/audio-analysis/40Yi3c0drMYGHHuSD8RjB2,180750,4,Juice WRLD,Rockstar In His Prime
0.535,0.819,8,-6.792,1,0.455,0.584,0.0,0.16,0.581,150.451,audio_features,6AshXllQhobwSXsdpgp41w,spotify:track:6AshXllQhobwSXsdpgp41w,https://api.spotify.com/v1/tracks/6AshXllQhobwSXsdpgp41w,https://api.spotify.com/v1/audio-analysis/6AshXllQhobwSXsdpgp41w,225000,4,Benny The Butcher,Johnny P's Caddy
0.465,0.729,3,-6.93,0,0.237,0.0072,0.0,0.139,0.606,95.001,audio_features,4dZTNKRngStyYNueXCO2FR,spotify:track:4dZTNKRngStyYNueXCO2FR,https://api.spotify.com/v1/tracks/4dZTNKRngStyYNueXCO2FR,https://api.spotify.com/v1/audio-analysis/4dZTNKRngStyYNueXCO2FR,172394,5,Polo G,Young N Dumb
0.646,0.533,11,-10.461,1,0.118,0.0589,1.75e-06,0.269,0.249,169.913,audio_features,6UAy9xYeTWjZB7h05p83e9,spotify:track:6UAy9xYeTWjZB7h05p83e9,https://api.spotify.com/v1/tracks/6UAy9xYeTWjZB7h05p83e9,https://api.spotify.com/v1/audio-analysis/6UAy9xYeTWjZB7h05p83e9,192022,4,Rod Wave,Cold December
0.904,0.733,11,-7.036,0,0.301,0.0951,0.0,0.136,0.519,145.012,audio_features,6yOM87h9akcg1iYT5p66Av,spotify:track:6yOM87h9akcg1iYT5p66Av,https://api.spotify.com/v1/tracks/6yOM87h9akcg1iYT5p66Av,https://api.spotify.com/v1/audio-analysis/6yOM87h9akcg1iYT5p66Av,184040,4,Paper Route EMPIRE,Proud
0.716,0.551,1,-6.987,1,0.47,0.167,0.0,0.197,0.305,82.393,audio_features,6Ab81Bs9fcOwaTYuBsUUpI,spotify:track:6Ab81Bs9fcOwaTYuBsUUpI,https://api.spotify.com/v1/tracks/6Ab81Bs9fcOwaTYuBsUUpI,https://api.spotify.com/v1/audio-analysis/6Ab81Bs9fcOwaTYuBsUUpI,234288,4,The Game,Eazy
0.665,0.846,8,-3.874,1,0.0686,0.0205,0.0,0.157,0.44,130.946,audio_features,2qvc0vB4AAW39DR9j6vXa1,spotify:track:2qvc0vB4AAW39DR9j6vXa1,https://api.spotify.com/v1/tracks/2qvc0vB4AAW39DR9j6vXa1,https://api.spotify.com/v1/audio-analysis/2qvc0vB4AAW39DR9j6vXa1,147213,4,Joey Bada$$,THE REV3NGE
0.69,0.949,10,-3.13,0,0.379,0.124,0.0,0.0429,0.757,163.954,audio_features,3BMG9dnjNymT1OGUXQTAXl,spotify:track:3BMG9dnjNymT1OGUXQTAXl,https://api.spotify.com/v1/tracks/3BMG9dnjNymT1OGUXQTAXl,https://api.spotify.com/v1/audio-analysis/3BMG9dnjNymT1OGUXQTAXl,179534,4,Pusha T,Diet Coke
0.753,0.777,11,-5.701,0,0.32,0.0725,0.000714,0.125,0.669,157.148,audio_features,3zpGLSQ8QbbUnNjweWPLMD,spotify:track:3zpGLSQ8QbbUnNjweWPLMD,https://api.spotify.com/v1/tracks/3zpGLSQ8QbbUnNjweWPLMD,https://api.spotify.com/v1/audio-analysis/3zpGLSQ8QbbUnNjweWPLMD,171453,4,$NOT,Doja
0.616,0.44,9,-7.913,1,0.213,0.0767,0.0,0.137,0.141,145.893,audio_features,4v3W97RqEN0kgaLAre1pbJ,spotify:track:4v3W97RqEN0kgaLAre1pbJ,https://api.spotify.com/v1/tracks/4v3W97RqEN0kgaLAre1pbJ,https://api.spotify.com/v1/audio-analysis/4v3W97RqEN0kgaLAre1pbJ,121877,4,Lil Tecca,Fallin
0.953,0.621,11,-7.565,1,0.154,0.00799,4.87e-06,0.307,0.378,132.063,audio_features,4HyVMzg0sUQsdOxRvSO8Ka,spotify:track:4HyVMzg0sUQsdOxRvSO8Ka,https://api.spotify.com/v1/tracks/4HyVMzg0sUQsdOxRvSO8Ka,https://api.spotify.com/v1/audio-analysis/4HyVMzg0sUQsdOxRvSO8Ka,113430,4,Megan Thee Stallion,Megan's Piano
