id,title,artists,pp_artist
2oiMNaVCul7qmMzpRStjCg,Land Of Confusion - Remastered 2007,['Genesis'],Genesis
3pbtBomO4Zt5gGiqsYeiBH,Upside Down,['Diana Ross'],Diana Ross
0erqs4sAtQzuA77j6L771x,I Will Survive,['Diana Ross'],Diana Ross
3ISKwLMuxKyp8mkxYpRzSa,Sounds Like a Melody,"['Alphaville', 'Bernhard Lloyd']",Alphaville / Bernhard Lloyd
2CYZBGONgPyVBiamkUeaEM,Everybody Wants To Rule The World - Single Version,['Tears For Fears'],Tears For Fears
0B5kY9i9bmP7554oU4jRoO,Funkytown - Single Version,['Lipps Inc.'],Lipps Inc.
0WkeHIrmIv55e4MhQHwZkB,Celebration - Single Version,['Kool & The Gang'],Kool & The Gang
1GVd8euqs4yQxGyIOLJX0c,"Axel F - From ""Beverly Hills Cop""",['Harold Faltermeyer'],Harold Faltermeyer
3i17RhgJVzIHoXVoqybyYs,You Give Love A Bad Name,['Bon Jovi'],Bon Jovi
3vSn1frPgFcRXrjWOfhMLl,Be My Lover,['La Bouche'],La Bouche
1K95m0tusqzkVum2PmzeIk,Livin On A Prayer,['Bon Jovi'],Bon Jovi
0D7L4pBEGv8ni1cRfaTdMJ,Play That Funky Music,['Wild Cherry'],Wild Cherry
5IyL3XOaRPpTgxVjRIAxXU,Ziggy Stardust - 2012 Remaster,['David Bowie'],David Bowie
7J6hOQSKSGvZGgYIq9Bfv0,Together In Electric Dreams - Extended/2003 Digital Remaster,"['Phil Oakey', 'Giorgio Moroder']",Phil Oakey / Giorgio Moroder
5nvSfsMm1MXVvZOxd5ZdBX,Touch Me (I Want Your Body),['Samantha Fox'],Samantha Fox
2u8MGAiS2hBVE7GZzTZLQI,I'm So Excited,['The Pointer Sisters'],The Pointer Sisters
1kdxZYbXrqBX2hWtw3VFQF,Jump (For My Love),['The Pointer Sisters'],The Pointer Sisters
3LW4gWH646tvcOnbzTNn21,It's a Heartache,['Bonnie Tyler'],Bonnie Tyler
7LifJa1Ymo6gbe9hSyPefs,Living After Midnight,['Judas Priest'],Judas Priest
35iCSlFxyiawRBUOtQAkeT,Summer Night City,['ABBA'],ABBA
1iwQoAswnkS5eVlVIXN998,Boys (Summertime Love),['Sabrina'],Sabrina
4Cv6ongCvJy9JfSkWVnb5D,Get Down On It,['Kool & The Gang'],Kool & The Gang
0xRDqhYsCW6F9LM4s7gY5z,Macho Man,['Village People'],Village People
3J9NEWkd9Cx1MwSSvDySkL,Rock the Night,['Europe'],Europe
65P4EfIw8ZZ8SBDj0SCKYM,I Want Candy,['Bow Wow Wow'],Bow Wow Wow
4mjFMScEvHeM72791mXRCW,In the Navy - Original Version 1979,['Village People'],Village People
2Vnw8zKmjhr1jczUeaqiQg,"Hot Stuff - 12"" Version",['Donna Summer'],Donna Summer
2vUURMSyxKxluwlyyC85ZM,That's The Way (I Like It),['Dead Or Alive'],Dead Or Alive
0d8cGMosMcPJA8UsxQCtZq,You Spin Me Round (Like a Record),['Dead Or Alive'],Dead Or Alive
569uHYIB0X324FZOBEhvit,Ghostbusters,['Ray Parker Jr.'],Ray Parker Jr.
52eiqvx07YkDMniksvNE61,Can You Feel It,['The Jacksons'],The Jacksons
5VMdBZ8E3I5W1Nyv9jyVB0,It's Raining Men,['The Weather Girls'],The Weather Girls
2DYtBXueUkZyUZAHKJAAIs,We Are Family - 2006 Remaster,"['Sister Sledge', 'Bernard Edwards']",Sister Sledge / Bernard Edwards
1hJOOwxJ97qEQJt6wwtG0o,Manhunt,['Karen Kamon'],Karen Kamon
2x4wb3Iwx5fwcK4xUK4DZd,Because the Night,['Patti Smith'],Patti Smith
10AwlsmVEASSiWORkKcgRo,Satellit,['Ted Gärdestad'],Ted Gärdestad
2UHXVlXCi22EAsg5j9Rkmr,Vill ha dig,['Freestyle'],Freestyle
4vWPVWeyKZn1DSMmdbnWBq,Fantasi,['Freestyle'],Freestyle
327QSw7cw7DSeAFWN68Mnx,Vem ska jag tro på?,['Di Leva'],Di Leva
4UB3TaEGEY9WoOpxYNMgy4,The Safety Dance,['Men Without Hats'],Men Without Hats
5xl5582IihbEZAnfj0xyso,Straight Up,['Paula Abdul'],Paula Abdul
1UBQ5GK8JaQjm5VbkBZY66,Sharp Dressed Man - 2008 Remaster,['ZZ Top'],ZZ Top
7HwFU2mPoiwAGYzL2CB5B3,We Don't Have To Take Our Clothes Off,['Jermaine Stewart'],Jermaine Stewart
